msisdn,first name,last name,country,email,language 1,language 2,balance,boolean,age,device id,location insight,digital persona,demographic,larned behaviour,analytical scores,digital engagement,Target Group_q11
919491750199,joel1,jose1,India,shobina.k@flytxt.com,Malayalam,English,201,Yes,46,6669,8,19,28,40,55,237,40
919491750200,nqqldq,aqgxih,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,24,Yes,37,7770,9,18,35,67,89,276,50
919491750201,mpgixt,afrqtw,USA,shobina.k@flytxt.com,Malayalam,Tamil,13,Yes,48,7770,9,18,35,67,89,276,50
919491750202,byqixm,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750203,sdsd,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750204,sdsd,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750205,byqixm,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750206,byqixm,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750207,byqixm,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750208,ghkjk,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750209,rtert,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750210,hjkhj,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750211,byqixm,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750212,hjkhjk,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750213,byqixm,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750214,sdsd,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750215,FlyTXT 001,aqgxih,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,24,Yes,37,7770,9,18,35,67,89,276,50
919491750216,FlyTXT 002,afrqtw,USA,shobina.k@flytxt.com,Malayalam,Tamil,13,Yes,48,7770,9,18,35,67,89,276,50
919491750217,FlyTXT 003,poqnkc,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,141,Yes,41,7770,9,18,35,67,89,276,50
919491750218,FlyTXT 004,pgpzdj,Korea,shobina.k@flytxt.com,Malayalam,Tamil,200,Yes,47,7770,9,18,35,67,89,276,50
919491750219,FlyTXT 005,zjsesm,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,242,Yes,26,7770,9,18,35,67,89,276,50
919491750220,FlyTXT 006,ggbfvs,India,shobina.k@flytxt.com,Malayalam,Tamil,16,Yes,62,7770,9,18,35,67,89,276,50
919491750221,FlyTXT 007,duukff,Korea,shobina.k@flytxt.com,Malayalam,Tamil,87,Yes,49,7770,9,18,35,67,89,276,50
919491750222,FlyTXT 008,mzvqzs,USA,shobina.k@flytxt.com,Malayalam,Spanish,103,Yes,41,7770,9,18,35,67,89,276,50
919491750223,FlyTXT 009,ekrvex,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,166,Yes,46,7770,9,18,35,67,89,276,50
919491750224,FlyTXT 010,ysfiqj,Korea,shobina.k@flytxt.com,Malayalam,Spanish,209,Yes,45,7770,9,18,35,67,89,276,50
919491750225,FlyTXT 011,mabnwk,Korea,shobina.k@flytxt.com,Malayalam,Spanish,299,Yes,52,7770,9,18,35,67,89,276,50
919491750226,FlyTXT 012,vthsui,Korea,shobina.k@flytxt.com,Malayalam,Urdu,5,Yes,26,7770,9,18,35,67,89,276,50
919491750227,FlyTXT 013,vtknet,USA,shobina.k@flytxt.com,Malayalam,Tamil,150,Yes,60,7770,9,18,35,67,89,276,50
919491750228,FlyTXT 014,ayegse,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,389,Yes,37,7770,9,18,35,67,89,276,50
919491750229,FlyTXT 015,tjdqwx,India,shobina.k@flytxt.com,Malayalam,Urdu,281,Yes,26,7770,9,18,35,67,89,276,50
919491750230,FlyTXT 016,dxonnn,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,330,Yes,55,7770,9,18,35,67,89,276,50
919491750231,FlyTXT 017,whnnab,USA,shobina.k@flytxt.com,Malayalam,Urdu,60,Yes,24,7770,9,18,35,67,89,276,50
919491750232,FlyTXT 018,guuijk,Korea,shobina.k@flytxt.com,Malayalam,Urdu,216,Yes,63,7770,9,18,35,67,89,276,50
919491750233,FlyTXT 019,bwngvq,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,256,Yes,27,7770,9,18,35,67,89,276,50
919491750234,FlyTXT 020,otjzne,USA,shobina.k@flytxt.com,Malayalam,Urdu,321,Yes,25,7770,9,18,35,67,89,276,50
919491750235,FlyTXT 021,ysimrg,Korea,shobina.k@flytxt.com,Malayalam,Urdu,383,Yes,55,7770,9,18,35,67,89,276,50
919491750236,FlyTXT 022,sezqvq,USA,shobina.k@flytxt.com,Malayalam,Urdu,117,Yes,56,7770,9,18,35,67,89,276,50
919491750237,FlyTXT 023,lsikfv,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,385,Yes,27,7770,9,18,35,67,89,276,50
919491750238,FlyTXT 024,rionnk,India,shobina.k@flytxt.com,Malayalam,Tamil,327,Yes,67,7770,9,18,35,67,89,276,50
919491750239,FlyTXT 025,reyqxt,Korea,shobina.k@flytxt.com,Malayalam,Urdu,123,Yes,51,7770,9,18,35,67,89,276,50
919491750240,FlyTXT 026,adxurj,USA,shobina.k@flytxt.com,Malayalam,Urdu,378,Yes,63,7770,9,18,35,67,89,276,50
919491750241,FlyTXT 027,ojpikz,Korea,shobina.k@flytxt.com,Malayalam,Spanish,130,Yes,72,7770,9,18,35,67,89,276,50
919491750242,FlyTXT 028,qwmacp,Korea,shobina.k@flytxt.com,Malayalam,Urdu,185,Yes,69,7770,9,18,35,67,89,276,50
919491750243,FlyTXT 029,ntudmw,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,173,Yes,50,7770,9,18,35,67,89,276,50
919491750244,FlyTXT 030,buetdr,USA,shobina.k@flytxt.com,Malayalam,Tamil,5,Yes,68,7770,9,18,35,67,89,276,50
919491750245,FlyTXT 031,gkrlbd,India,shobina.k@flytxt.com,Malayalam,Spanish,216,Yes,56,7770,9,18,35,67,89,276,50
919491750246,FlyTXT 032,zuafsj,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,280,Yes,57,7770,9,18,35,67,89,276,50
919491750247,FlyTXT 033,gbcram,India,shobina.k@flytxt.com,Malayalam,Mandarin,164,Yes,56,7770,9,18,35,67,89,276,50
919491750248,FlyTXT 034,ajmdkk,USA,shobina.k@flytxt.com,Malayalam,Spanish,280,Yes,28,7770,9,18,35,67,89,276,50
919491750249,FlyTXT 035,jsrzhk,India,shobina.k@flytxt.com,Malayalam,Mandarin,123,Yes,56,7770,9,18,35,67,89,276,50
919491750250,FlyTXT 036,ozjxcf,Korea,shobina.k@flytxt.com,Malayalam,Urdu,392,Yes,26,8888,7,34,46,78,65,343,60
919491750251,FlyTXT 037,ppffqd,India,shobina.k@flytxt.com,Malayalam,Mandarin,320,Yes,26,8888,7,34,46,78,65,343,60
919491750252,FlyTXT 038,jowbqe,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,344,Yes,26,8888,7,34,46,78,65,343,60
919491750253,FlyTXT 039,txsrtm,India,shobina.k@flytxt.com,Malayalam,Spanish,357,Yes,26,8888,7,34,46,78,65,343,60
919491750254,FlyTXT 040,sgftht,USA,shobina.k@flytxt.com,Malayalam,Tamil,76,Yes,26,8888,7,34,46,78,65,343,60
919491750255,FlyTXT 041,hicyrd,India,shobina.k@flytxt.com,Malayalam,Urdu,230,Yes,26,8888,7,34,46,78,65,343,60
919491750256,FlyTXT 042,dvuogl,Korea,shobina.k@flytxt.com,Malayalam,Tamil,185,Yes,26,8888,7,34,46,78,65,343,60
919491750257,FlyTXT 043,owutqj,India,shobina.k@flytxt.com,Malayalam,Mandarin,50,Yes,26,8888,7,34,46,78,65,343,60
919491750258,FlyTXT 044,kfooxq,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,11,Yes,26,8888,7,34,46,78,65,343,60
919491750259,FlyTXT 045,fxzezk,Korea,shobina.k@flytxt.com,Malayalam,Urdu,378,Yes,26,8888,7,34,46,78,65,343,60
919491750260,FlyTXT 046,bmvyxl,USA,shobina.k@flytxt.com,Malayalam,Spanish,388,Yes,26,8888,7,34,46,78,65,343,60
919491750261,FlyTXT 047,vqvdgt,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,385,Yes,26,8888,7,34,46,78,65,343,60
919491750262,FlyTXT 048,igycpv,USA,shobina.k@flytxt.com,Malayalam,Mandarin,222,Yes,26,8888,7,34,46,78,65,343,60
919491750263,FlyTXT 049,uolzua,India,shobina.k@flytxt.com,Malayalam,Mandarin,243,Yes,26,8888,7,34,46,78,65,343,60
919491750264,FlyTXT 050,oztpux,USA,shobina.k@flytxt.com,Malayalam,Tamil,241,Yes,26,8888,7,34,46,78,65,343,60
919491750265,FlyTXT 051,qngtyz,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,194,Yes,26,8888,7,34,46,78,65,343,60
919491750266,FlyTXT 052,tvpkcd,India,shobina.k@flytxt.com,Malayalam,Spanish,96,Yes,26,8888,7,34,46,78,65,343,60
919491750267,FlyTXT 053,dbypbp,Korea,shobina.k@flytxt.com,Malayalam,Spanish,106,Yes,26,8888,7,34,46,78,65,343,60
919491750268,FlyTXT 054,dpqdfn,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,269,Yes,26,8888,7,34,46,78,65,343,60
919491750269,FlyTXT 055,fvzskr,Korea,shobina.k@flytxt.com,Malayalam,Tamil,197,Yes,26,8888,7,34,46,78,65,343,60
919491750270,FlyTXT 056,tbhlwg,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,364,Yes,26,8888,7,34,46,78,65,343,60
919491750271,FlyTXT 057,plzpgd,USA,shobina.k@flytxt.com,Malayalam,Tamil,283,Yes,26,8888,7,34,46,78,65,343,60
919491750272,FlyTXT 058,qoymeg,India,shobina.k@flytxt.com,Malayalam,Tamil,260,Yes,26,8888,7,34,46,78,65,343,60
919491750273,FlyTXT 059,adsems,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,33,Yes,26,8888,7,34,46,78,65,343,60
919491750274,FlyTXT 060,obteqd,Korea,shobina.k@flytxt.com,Malayalam,Urdu,17,Yes,26,8888,7,34,46,78,65,343,60
919491750275,FlyTXT 061,ttwsxg,USA,shobina.k@flytxt.com,Malayalam,Spanish,289,Yes,26,8888,7,34,46,78,65,343,60
919491750276,FlyTXT 062,isaigw,Korea,shobina.k@flytxt.com,Malayalam,Urdu,7,Yes,26,8888,7,34,46,78,65,343,60
919491750277,FlyTXT 063,kvrlup,USA,shobina.k@flytxt.com,Malayalam,Tamil,234,Yes,26,8888,7,34,46,78,65,343,60
919491750278,FlyTXT 064,cjqomj,USA,shobina.k@flytxt.com,Malayalam,Urdu,33,Yes,26,8888,7,34,46,78,65,343,60
919491750279,FlyTXT 065,loxpks,USA,shobina.k@flytxt.com,Malayalam,Tamil,398,Yes,26,8888,7,34,46,78,65,343,60
919491750280,FlyTXT 066,xsleuc,Pakisthan,shobina.k@flytxt.com,Malayalam,Spanish,278,Yes,26,8888,7,34,46,78,65,343,60
919491750281,FlyTXT 067,qiyyim,Korea,shobina.k@flytxt.com,Malayalam,Urdu,297,Yes,26,8888,7,34,46,78,65,343,60
919491750282,FlyTXT 068,xcbizh,USA,shobina.k@flytxt.com,Malayalam,Urdu,93,Yes,26,8888,7,34,46,78,65,343,60
919491750283,FlyTXT 069,lyeykf,Pakisthan,shobina.k@flytxt.com,Malayalam,Spanish,336,Yes,26,8888,7,34,46,78,65,343,60
919491750284,FlyTXT 070,gkimwk,USA,shobina.k@flytxt.com,Malayalam,Tamil,7,Yes,26,8888,7,34,46,78,65,343,60
919491750285,FlyTXT 071,pnwweu,India,shobina.k@flytxt.com,Malayalam,Tamil,199,Yes,26,8888,7,34,46,78,65,343,60
919491750286,FlyTXT 072,qyayls,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,362,Yes,26,8888,7,34,46,78,65,343,60
919491750287,FlyTXT 073,ofjakq,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,237,Yes,26,8888,7,34,46,78,65,343,60
919491750288,FlyTXT 074,zxtszd,Korea,shobina.k@flytxt.com,Malayalam,Urdu,301,Yes,26,8888,7,34,46,78,65,343,60
919491750289,FlyTXT 075,mvppkq,India,shobina.k@flytxt.com,Malayalam,Mandarin,385,Yes,26,8888,7,34,46,78,65,343,60
919491750290,FlyTXT 076,qzqmfc,India,shobina.k@flytxt.com,Malayalam,Tamil,302,Yes,26,8888,7,34,46,78,65,343,60
919491750291,FlyTXT 077,cchbba,Korea,shobina.k@flytxt.com,Malayalam,Spanish,151,Yes,26,8888,7,34,46,78,65,343,60
919491750292,FlyTXT 078,jhvhip,India,shobina.k@flytxt.com,Malayalam,Tamil,81,Yes,26,8888,7,34,46,78,65,343,60
919491750293,FlyTXT 079,vqjnta,Korea,shobina.k@flytxt.com,Malayalam,Tamil,261,Yes,26,8888,7,34,46,78,65,343,60
919491750294,FlyTXT 080,zeqwuz,Korea,shobina.k@flytxt.com,Malayalam,Spanish,19,Yes,26,8888,7,34,46,78,65,343,60
919491750295,FlyTXT 081,pbwiby,Korea,shobina.k@flytxt.com,Malayalam,Urdu,40,Yes,26,8888,7,34,46,78,65,343,60
919491750296,FlyTXT 082,mlipya,Korea,shobina.k@flytxt.com,Malayalam,Spanish,221,Yes,26,8888,7,34,46,78,65,343,60
919491750297,FlyTXT 083,fxptjs,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,244,Yes,26,8888,7,34,46,78,65,343,60
919491750298,FlyTXT 084,oyocon,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,147,Yes,26,8888,7,34,46,78,65,343,60
919491750299,FlyTXT 085,jsbyxx,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,327,Yes,26,8888,7,34,46,78,65,343,60
919491750300,FlyTXT 086,dnkadw,USA,shobina.k@flytxt.com,Malayalam,Mandarin,395,Yes,66,9999,8,20,34,47,56,267,70
919491750301,FlyTXT 087,onqajv,Korea,shobina.k@flytxt.com,Malayalam,Urdu,62,Yes,55,9999,8,20,34,47,56,267,70
919491750302,FlyTXT 088,vkmqla,USA,shobina.k@flytxt.com,Malayalam,Urdu,74,Yes,48,9999,8,20,34,47,56,267,70
919491750303,FlyTXT 089,tcxbvg,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,160,Yes,55,9999,8,20,34,47,56,267,70
919491750304,FlyTXT 090,nqonaz,India,shobina.k@flytxt.com,Malayalam,Spanish,185,Yes,58,9999,8,20,34,47,56,267,70
919491750305,FlyTXT 091,zujyby,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,248,Yes,74,9999,8,20,34,47,56,267,70
919491750306,FlyTXT 092,lckrtb,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,135,Yes,50,9999,8,20,34,47,56,267,70
919491750307,FlyTXT 093,frpjlm,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,368,Yes,28,9999,8,20,34,47,56,267,70
919491750308,FlyTXT 094,trulmh,India,shobina.k@flytxt.com,Malayalam,Urdu,216,Yes,40,9999,8,20,34,47,56,267,70
919491750309,FlyTXT 095,pthrmz,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,376,Yes,73,9999,8,20,34,47,56,267,70
919491750310,FlyTXT 096,tdurkj,India,shobina.k@flytxt.com,Malayalam,Tamil,106,Yes,74,9999,8,20,34,47,56,267,70
919491750311,FlyTXT 097,xuhmdw,USA,shobina.k@flytxt.com,Malayalam,Spanish,70,Yes,44,9999,8,20,34,47,56,267,70
919491750312,FlyTXT 098,spsirm,USA,shobina.k@flytxt.com,Malayalam,Tamil,152,Yes,67,9999,8,20,34,47,56,267,70
919491750313,FlyTXT 099,paiaff,Pakisthan,shobina.k@flytxt.com,Malayalam,Spanish,375,Yes,26,9999,8,20,34,47,56,267,70
919491750314,FlyTXT 100,amrtaz,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,359,Yes,24,9999,8,20,34,47,56,267,70
919491750315,FlyTXT 101,sijgqr,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,147,Yes,31,9999,8,20,34,47,56,267,70
919491750316,FlyTXT 102,yvmrgh,Pakisthan,shobina.k@flytxt.com,Malayalam,Spanish,77,Yes,71,9999,8,20,34,47,56,267,70
919491750317,FlyTXT 103,clhqen,India,shobina.k@flytxt.com,Malayalam,Spanish,189,Yes,61,9999,8,20,34,47,56,267,70
919491750318,FlyTXT 104,cjmmtk,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,273,Yes,33,9999,8,20,34,47,56,267,70
919491750319,FlyTXT 105,fajwpj,USA,shobina.k@flytxt.com,Malayalam,Tamil,137,Yes,58,9999,8,20,34,47,56,267,70
919491750320,FlyTXT 106,ozhgrc,India,shobina.k@flytxt.com,Malayalam,Spanish,92,Yes,55,9999,8,20,34,47,56,267,70
919491750321,FlyTXT 107,yuhsaq,India,shobina.k@flytxt.com,Malayalam,Mandarin,248,Yes,46,9999,8,20,34,47,56,267,70
919491750322,FlyTXT 108,xbtncm,Korea,shobina.k@flytxt.com,Malayalam,Spanish,111,Yes,29,9999,8,20,34,47,56,267,70
919491750323,FlyTXT 109,gvtrrh,Korea,shobina.k@flytxt.com,Malayalam,Urdu,383,Yes,55,9999,8,20,34,47,56,267,70
919491750324,FlyTXT 110,jgecqf,India,shobina.k@flytxt.com,Malayalam,Mandarin,350,Yes,71,9999,8,20,34,47,56,267,70
919491750325,FlyTXT 111,iwrjcj,India,shobina.k@flytxt.com,Malayalam,Mandarin,6,Yes,26,9999,8,20,34,47,56,267,70
919491750326,FlyTXT 112,keyxnu,USA,shobina.k@flytxt.com,Malayalam,Mandarin,10,Yes,53,9999,8,20,34,47,56,267,70
919491750327,FlyTXT 113,xxjduo,Pakisthan,shobina.k@flytxt.com,Malayalam,Spanish,155,Yes,48,9999,8,20,34,47,56,267,70
919491750328,FlyTXT 114,kxlisv,India,shobina.k@flytxt.com,Malayalam,Mandarin,76,Yes,34,9999,8,20,34,47,56,267,70
919491750329,FlyTXT 115,wdhfcv,Korea,shobina.k@flytxt.com,Malayalam,Tamil,166,Yes,68,9999,8,20,34,47,56,267,70
919491750330,FlyTXT 116,dpmzqe,Korea,shobina.k@flytxt.com,Malayalam,Urdu,348,Yes,24,9999,8,20,34,47,56,267,70
919491750331,FlyTXT 117,jnjquw,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,118,Yes,40,9999,8,20,34,47,56,267,70
919491750332,FlyTXT 118,cgvdsk,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,224,Yes,50,9999,8,20,34,47,56,267,70
919491750333,FlyTXT 119,rwhvoe,USA,shobina.k@flytxt.com,Malayalam,Spanish,138,Yes,55,9999,8,20,34,47,56,267,70
919491750334,FlyTXT 120,bupvox,Korea,shobina.k@flytxt.com,Malayalam,Tamil,241,Yes,67,9999,8,20,34,47,56,267,70
919491750335,FlyTXT 121,iedbny,Korea,shobina.k@flytxt.com,Malayalam,Urdu,44,Yes,26,9999,8,20,34,47,56,267,70
919491750336,FlyTXT 122,ptwfeb,USA,shobina.k@flytxt.com,Malayalam,Mandarin,42,Yes,40,9999,8,20,34,47,56,267,70
919491750337,FlyTXT 123,zkdcya,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,135,Yes,47,9999,8,20,34,47,56,267,70
919491750338,FlyTXT 124,gklcxq,India,shobina.k@flytxt.com,Malayalam,Spanish,330,Yes,42,9999,8,20,34,47,56,267,70
919491750339,FlyTXT 125,jqorqx,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,57,Yes,44,9999,8,20,34,47,56,267,70
919491750340,FlyTXT 126,okddbw,Pakisthan,shobina.k@flytxt.com,Malayalam,Urdu,120,Yes,67,9999,8,20,34,47,56,267,70
919491750341,FlyTXT 127,tsyrbz,India,shobina.k@flytxt.com,Malayalam,Mandarin,147,Yes,46,9999,8,20,34,47,56,267,70
919491750342,FlyTXT 128,wczdpq,Korea,shobina.k@flytxt.com,Malayalam,Tamil,117,Yes,46,9999,8,20,34,47,56,267,70
919491750343,FlyTXT 129,skztgh,Korea,shobina.k@flytxt.com,Malayalam,Urdu,76,Yes,49,9999,8,20,34,47,56,267,70
919491750344,FlyTXT 130,klizbc,Korea,shobina.k@flytxt.com,Malayalam,Urdu,28,Yes,25,9999,8,20,34,47,56,267,70
919491750345,FlyTXT 131,matvvb,Pakisthan,shobina.k@flytxt.com,Malayalam,Spanish,149,Yes,57,9999,8,20,34,47,56,267,70
919491750346,FlyTXT 132,qgwcth,USA,shobina.k@flytxt.com,Malayalam,Urdu,246,Yes,71,9999,8,20,34,47,56,267,70
919491750347,FlyTXT 133,apljha,USA,shobina.k@flytxt.com,Malayalam,Urdu,23,Yes,48,9999,8,20,34,47,56,267,70
919491750348,FlyTXT 134,smwtfq,USA,shobina.k@flytxt.com,Malayalam,Mandarin,138,Yes,24,9999,8,20,34,47,56,267,70
919491750349,FlyTXT 135,ymqnra,Korea,shobina.k@flytxt.com,Malayalam,Spanish,120,Yes,42,9999,8,20,34,47,56,267,70
919491750350,FlyTXT 136,kbzvrv,USA,shobina.k@flytxt.com,Malayalam,Spanish,273,Yes,45,6789,8,27,38,47,54,247,80
919491750351,FlyTXT 137,icegwl,India,shobina.k@flytxt.com,Malayalam,Mandarin,92,Yes,46,6789,8,27,38,47,54,247,80
919491750352,FlyTXT 138,ogwgpb,India,shobina.k@flytxt.com,Malayalam,Urdu,102,Yes,24,6789,8,27,38,47,54,247,80
919491750353,FlyTXT 139,gcivib,Korea,shobina.k@flytxt.com,Malayalam,Tamil,120,Yes,30,6789,8,27,38,47,54,247,80
919491750354,FlyTXT 140,mmvnaw,Korea,shobina.k@flytxt.com,Malayalam,Tamil,188,Yes,26,6789,8,27,38,47,54,247,80
919491750355,FlyTXT 141,tjbtys,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,305,Yes,58,6789,8,27,38,47,54,247,80
919491750356,FlyTXT 142,erurbg,Korea,shobina.k@flytxt.com,Malayalam,Urdu,250,Yes,29,6789,8,27,38,47,54,247,80
919491750357,FlyTXT 143,xjcmzt,Korea,shobina.k@flytxt.com,Malayalam,Urdu,194,Yes,66,6789,8,27,38,47,54,247,80
919491750358,FlyTXT 144,jcfcbx,Pakisthan,shobina.k@flytxt.com,Malayalam,Mandarin,257,Yes,26,6789,8,27,38,47,54,247,80
919491750359,FlyTXT 145,zesmjd,Korea,shobina.k@flytxt.com,Malayalam,Urdu,109,Yes,28,6789,8,27,38,47,54,247,80
919491750360,FlyTXT 146,iupnun,India,shobina.k@flytxt.com,Malayalam,Mandarin,173,Yes,54,6789,8,27,38,47,54,247,80
919491750361,FlyTXT 147,qatukg,USA,shobina.k@flytxt.com,Malayalam,Spanish,40,Yes,34,6789,8,27,38,47,54,247,80
919491750362,FlyTXT 148,xeaxho,Korea,shobina.k@flytxt.com,Malayalam,Mandarin,377,Yes,70,6789,8,27,38,47,54,247,80
919491750363,FlyTXT 149,pxaodg,India,shobina.k@flytxt.com,Malayalam,Mandarin,216,Yes,45,6789,8,27,38,47,54,247,80
919491750364,FlyTXT 150,vcfmom,India,shobina.k@flytxt.com,Malayalam,Tamil,45,Yes,71,6789,8,27,38,47,54,247,80
919491750365,FlyTXT 151,obbcal,USA,shobina.k@flytxt.com,Malayalam,Tamil,347,Yes,34,6789,8,27,38,47,54,247,80
919491750366,FlyTXT 152,ruzhbo,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,338,Yes,72,6789,8,27,38,47,54,247,80
919491750367,FlyTXT 153,zowdxy,USA,shobina.k@flytxt.com,Malayalam,Mandarin,334,Yes,29,6789,8,27,38,47,54,247,80
919491750368,FlyTXT 154,lpnrfy,USA,shobina.k@flytxt.com,Malayalam,Urdu,342,Yes,26,6789,8,27,38,47,54,247,80
919491750369,FlyTXT 155,cgtero,USA,shobina.k@flytxt.com,Malayalam,Spanish,254,Yes,50,6789,8,27,38,47,54,247,80
919491750370,FlyTXT 156,swovcs,USA,shobina.k@flytxt.com,Malayalam,Mandarin,346,Yes,45,6789,8,27,38,47,54,247,80
919491750371,FlyTXT 157,zdvvsp,India,shobina.k@flytxt.com,Malayalam,Tamil,60,Yes,56,6789,8,27,38,47,54,247,80
919491750372,FlyTXT 158,dcqrrg,USA,shobina.k@flytxt.com,Malayalam,Tamil,151,Yes,35,6789,8,27,38,47,54,247,80
919491750373,FlyTXT 159,iygqxe,USA,shobina.k@flytxt.com,Malayalam,Mandarin,137,Yes,45,6789,8,27,38,47,54,247,80
919491750374,FlyTXT 160,fijlgn,Korea,shobina.k@flytxt.com,Malayalam,Tamil,17,Yes,65,6789,8,27,38,47,54,247,80
919491750375,FlyTXT 161,ikbndg,India,shobina.k@flytxt.com,Malayalam,Spanish,224,Yes,47,6789,8,27,38,47,54,247,80
919491750376,FlyTXT 162,ryasnp,India,shobina.k@flytxt.com,Malayalam,Tamil,84,Yes,40,6789,8,27,38,47,54,247,80
919491750377,FlyTXT 163,wazdab,Korea,shobina.k@flytxt.com,Malayalam,Urdu,163,Yes,66,6789,8,27,38,47,54,247,80
919491750378,FlyTXT 164,plwmym,USA,shobina.k@flytxt.com,Malayalam,Mandarin,26,Yes,69,6789,8,27,38,47,54,247,80
919491750379,FlyTXT 165,hsasdc,Korea,shobina.k@flytxt.com,Malayalam,Urdu,317,Yes,41,6789,8,27,38,47,54,247,80
919491750380,FlyTXT 166,lkcksz,USA,shobina.k@flytxt.com,Malayalam,Urdu,206,Yes,52,6789,8,27,38,47,54,247,80
919491750381,FlyTXT 167,ddighe,Pakisthan,shobina.k@flytxt.com,Malayalam,Tamil,262,Yes,52,6789,8,27,38,47,54,247,80
919491750382,FlyTXT 168,setqes,USA,shobina.k@flytxt.com,Malayalam,Mandarin,298,Yes,68,6789,8,27,38,47,54,247,80
919491750383,FlyTXT 169,elagzd,Pakisthan,shobina.k@flytxt.com,Malayalam,Spanish,293,Yes,41,6789,8,27,38,47,54,247,80
919491750384,FlyTXT 170,vttsxq,USA,shobina.k@flytxt.com,Malayalam,Spanish,12,Yes,69,6789,8,27,38,47,54,247,80
919491750385,FlyTXT 171,xqwcqj,India,shobina.k@flytxt.com,Malayalam,Spanish,367,Yes,29,6789,8,27,38,47,54,247,80
919491750386,FlyTXT 172,sbcxeg,India,shobina.k@flytxt.com,Malayalam,Urdu,135,Yes,26,6789,8,27,38,47,54,247,80
919491750387,FlyTXT 173,jgpzsc,Korea,shobina.k@flytxt.com,Malayalam,Tamil,13,Yes,30,6789,8,27,38,47,54,247,80
919491750388,FlyTXT 174,ghfzll,India,shobina.k@flytxt.com,Malayalam,Mandarin,53,Yes,35,6789,8,27,38,47,54,247,80
